2019-03-09 10:52:54.224 [main] INFO  com.calligraphy.CalligraphyAppApplication - Starting CalligraphyAppApplication on DESKTOP-TBI9BAK with PID 1000 (C:\Users\peng\eclipse-workspace\calligraphyApp\target\classes started by peng in C:\Users\peng\eclipse-workspace\calligraphyApp)
2019-03-09 10:52:54.232 [main] INFO  com.calligraphy.CalligraphyAppApplication - The following profiles are active: dev
2019-03-09 10:52:55.531 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2019-03-09 10:52:55.535 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data repositories in DEFAULT mode.
2019-03-09 10:52:55.633 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 70ms. Found 0 repository interfaces.
2019-03-09 10:52:56.180 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration$$EnhancerBySpringCGLIB$$13b2f44f] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-03-09 10:52:56.899 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 10129 (http)
2019-03-09 10:52:56.936 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-10129"]
2019-03-09 10:52:56.961 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2019-03-09 10:52:56.962 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet Engine: Apache Tomcat/9.0.13
2019-03-09 10:52:56.972 [main] INFO  org.apache.catalina.core.AprLifecycleListener - The APR based Apache Tomcat Native library which allows optimal performance in production environments was not found on the java.library.path: [C:\Program Files\Java\jdk1.8.0_151\bin;C:\WINDOWS\Sun\Java\bin;C:\WINDOWS\system32;C:\WINDOWS;C:\Program Files\Java\jdk1.8.0_151\bin;C:\Users\peng\apache-maven-3.5.2\bin;C:\ProgramData\Oracle\Java\javapath;C:\Program Files (x86)\Intel\iCLS Client\;C:\Program Files\Intel\iCLS Client\;C:\windows\system32;C:\windows;C:\windows\System32\Wbem;C:\windows\System32\WindowsPowerShell\v1.0\;C:\Program Files (x86)\NVIDIA Corporation\PhysX\Common;C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\DAL;C:\Program Files\Intel\Intel(R) Management Engine Components\DAL;C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\IPT;C:\Program Files\Intel\Intel(R) Management Engine Components\IPT;C:\WINDOWS\system32;C:\WINDOWS;C:\WINDOWS\System32\Wbem;C:\WINDOWS\System32\WindowsPowerShell\v1.0\;C:\Program Files\TortoiseSVN\bin;C:\Users\peng\spring-boot-cli-2.0.0.RELEASE-bin\spring-2.0.0.RELEASE\bin;C:\Users\peng\hadoop-2.7.5\bin;hadoop;C:\Users\peng\gradle-4.7\bin;C:\Users\peng\AppData\Local\Programs\Python\Python37-32;C:\Users\peng\AppData\Local\Programs\Python\Python37-32\Scripts;C:\WINDOWS\System32\OpenSSH\;C:\Program Files\Intel\WiFi\bin\;C:\Program Files\Common Files\Intel\WirelessCommon\;C:\Users\peng\spark-2.4.0-bin-hadoop2.7\bin;C:\Users\peng\spark-2.4.0-bin-hadoop2.7\sbin;C:\Users\peng\AppData\Local\Programs\Git\cmd;C:\Program Files\TortoiseGit\bin;C:\Users\peng\AppData\Local\Microsoft\WindowsApps;;C:\Program Files\Microsoft VS Code\bin;.]
2019-03-09 10:52:57.248 [main] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2019-03-09 10:52:57.248 [main] INFO  org.springframework.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 2934 ms
2019-03-09 10:52:59.592 [container-1] INFO  io.lettuce.core.EpollProvider - Starting without optional epoll library
2019-03-09 10:52:59.596 [container-1] INFO  io.lettuce.core.KqueueProvider - Starting without optional kqueue library
2019-03-09 10:53:01.686 [container-1] ERROR o.s.d.redis.listener.RedisMessageListenerContainer - Connection failure occurred. Restarting subscription task after 5000 ms
2019-03-09 10:53:04.419 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-10129"]
2019-03-09 10:53:04.423 [main] INFO  org.apache.tomcat.util.net.NioSelectorPool - Using a shared selector for servlet write/read
2019-03-09 10:53:04.461 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 10129 (http) with context path ''
2019-03-09 10:53:04.465 [main] INFO  com.calligraphy.CalligraphyAppApplication - Started CalligraphyAppApplication in 10.939 seconds (JVM running for 13.653)
2019-03-09 10:53:07.701 [container-2] ERROR o.s.d.redis.listener.RedisMessageListenerContainer - Connection failure occurred. Restarting subscription task after 5000 ms
2019-03-09 10:53:13.730 [container-3] ERROR o.s.d.redis.listener.RedisMessageListenerContainer - Connection failure occurred. Restarting subscription task after 5000 ms
2019-03-09 10:53:19.752 [container-4] ERROR o.s.d.redis.listener.RedisMessageListenerContainer - Connection failure occurred. Restarting subscription task after 5000 ms
2019-03-09 10:53:25.770 [container-5] ERROR o.s.d.redis.listener.RedisMessageListenerContainer - Connection failure occurred. Restarting subscription task after 5000 ms
2019-03-09 10:55:10.297 [main] INFO  com.calligraphy.CalligraphyAppApplication - Starting CalligraphyAppApplication on DESKTOP-TBI9BAK with PID 5884 (C:\Users\peng\eclipse-workspace\calligraphyApp\target\classes started by peng in C:\Users\peng\eclipse-workspace\calligraphyApp)
2019-03-09 10:55:10.303 [main] INFO  com.calligraphy.CalligraphyAppApplication - The following profiles are active: dev
2019-03-09 10:55:11.774 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2019-03-09 10:55:11.782 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data repositories in DEFAULT mode.
2019-03-09 10:55:11.898 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 93ms. Found 0 repository interfaces.
2019-03-09 10:55:12.444 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration$$EnhancerBySpringCGLIB$$42562cf] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-03-09 10:55:13.089 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 10129 (http)
2019-03-09 10:55:13.109 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-10129"]
2019-03-09 10:55:13.126 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2019-03-09 10:55:13.126 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet Engine: Apache Tomcat/9.0.13
2019-03-09 10:55:13.134 [main] INFO  org.apache.catalina.core.AprLifecycleListener - The APR based Apache Tomcat Native library which allows optimal performance in production environments was not found on the java.library.path: [C:\Program Files\Java\jdk1.8.0_151\bin;C:\WINDOWS\Sun\Java\bin;C:\WINDOWS\system32;C:\WINDOWS;C:\Program Files\Java\jdk1.8.0_151\bin;C:\Users\peng\apache-maven-3.5.2\bin;C:\ProgramData\Oracle\Java\javapath;C:\Program Files (x86)\Intel\iCLS Client\;C:\Program Files\Intel\iCLS Client\;C:\windows\system32;C:\windows;C:\windows\System32\Wbem;C:\windows\System32\WindowsPowerShell\v1.0\;C:\Program Files (x86)\NVIDIA Corporation\PhysX\Common;C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\DAL;C:\Program Files\Intel\Intel(R) Management Engine Components\DAL;C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\IPT;C:\Program Files\Intel\Intel(R) Management Engine Components\IPT;C:\WINDOWS\system32;C:\WINDOWS;C:\WINDOWS\System32\Wbem;C:\WINDOWS\System32\WindowsPowerShell\v1.0\;C:\Program Files\TortoiseSVN\bin;C:\Users\peng\spring-boot-cli-2.0.0.RELEASE-bin\spring-2.0.0.RELEASE\bin;C:\Users\peng\hadoop-2.7.5\bin;hadoop;C:\Users\peng\gradle-4.7\bin;C:\Users\peng\AppData\Local\Programs\Python\Python37-32;C:\Users\peng\AppData\Local\Programs\Python\Python37-32\Scripts;C:\WINDOWS\System32\OpenSSH\;C:\Program Files\Intel\WiFi\bin\;C:\Program Files\Common Files\Intel\WirelessCommon\;C:\Users\peng\spark-2.4.0-bin-hadoop2.7\bin;C:\Users\peng\spark-2.4.0-bin-hadoop2.7\sbin;C:\Users\peng\AppData\Local\Programs\Git\cmd;C:\Program Files\TortoiseGit\bin;C:\Users\peng\AppData\Local\Microsoft\WindowsApps;;C:\Program Files\Microsoft VS Code\bin;.]
2019-03-09 10:55:13.399 [main] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2019-03-09 10:55:13.401 [main] INFO  org.springframework.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 2989 ms
2019-03-09 10:55:15.368 [container-1] INFO  io.lettuce.core.EpollProvider - Starting without optional epoll library
2019-03-09 10:55:15.369 [container-1] INFO  io.lettuce.core.KqueueProvider - Starting without optional kqueue library
2019-03-09 10:55:16.382 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-10129"]
2019-03-09 10:55:16.385 [main] INFO  org.apache.tomcat.util.net.NioSelectorPool - Using a shared selector for servlet write/read
2019-03-09 10:55:16.407 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 10129 (http) with context path ''
2019-03-09 10:55:16.413 [main] INFO  com.calligraphy.CalligraphyAppApplication - Started CalligraphyAppApplication in 6.861 seconds (JVM running for 8.816)
2019-03-09 10:55:57.273 [http-nio-10129-exec-2] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2019-03-09 10:55:57.273 [http-nio-10129-exec-2] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2019-03-09 10:55:57.282 [http-nio-10129-exec-2] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 8 ms
2019-03-09 10:58:19.076 [http-nio-10129-exec-4] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} inited
2019-03-09 10:58:19.310 [http-nio-10129-exec-4] DEBUG com.calligraphy.dao.ArticleMapper.queryByid - ==>  Preparing: SELECT id,title,author,content,praisenum,rednum,reportednum FROM `article` WHERE id=? 
2019-03-09 10:58:19.352 [http-nio-10129-exec-4] DEBUG com.calligraphy.dao.ArticleMapper.queryByid - ==> Parameters: 1(String)
2019-03-09 10:58:19.402 [http-nio-10129-exec-4] DEBUG com.calligraphy.dao.ArticleMapper.queryByid - <==      Total: 1
2019-03-09 11:00:45.402 [main] INFO  com.calligraphy.CalligraphyAppApplication - Starting CalligraphyAppApplication on DESKTOP-TBI9BAK with PID 5268 (C:\Users\peng\eclipse-workspace\calligraphyApp\target\classes started by peng in C:\Users\peng\eclipse-workspace\calligraphyApp)
2019-03-09 11:00:45.408 [main] INFO  com.calligraphy.CalligraphyAppApplication - The following profiles are active: dev
2019-03-09 11:00:46.446 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2019-03-09 11:00:46.452 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data repositories in DEFAULT mode.
2019-03-09 11:00:46.546 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 78ms. Found 0 repository interfaces.
2019-03-09 11:00:47.013 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration$$EnhancerBySpringCGLIB$$4224fa7c] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-03-09 11:00:47.412 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 10129 (http)
2019-03-09 11:00:47.427 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-10129"]
2019-03-09 11:00:47.438 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2019-03-09 11:00:47.439 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet Engine: Apache Tomcat/9.0.13
2019-03-09 11:00:47.446 [main] INFO  org.apache.catalina.core.AprLifecycleListener - The APR based Apache Tomcat Native library which allows optimal performance in production environments was not found on the java.library.path: [C:\Program Files\Java\jdk1.8.0_151\bin;C:\WINDOWS\Sun\Java\bin;C:\WINDOWS\system32;C:\WINDOWS;C:\Program Files\Java\jdk1.8.0_151\bin;C:\Users\peng\apache-maven-3.5.2\bin;C:\ProgramData\Oracle\Java\javapath;C:\Program Files (x86)\Intel\iCLS Client\;C:\Program Files\Intel\iCLS Client\;C:\windows\system32;C:\windows;C:\windows\System32\Wbem;C:\windows\System32\WindowsPowerShell\v1.0\;C:\Program Files (x86)\NVIDIA Corporation\PhysX\Common;C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\DAL;C:\Program Files\Intel\Intel(R) Management Engine Components\DAL;C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\IPT;C:\Program Files\Intel\Intel(R) Management Engine Components\IPT;C:\WINDOWS\system32;C:\WINDOWS;C:\WINDOWS\System32\Wbem;C:\WINDOWS\System32\WindowsPowerShell\v1.0\;C:\Program Files\TortoiseSVN\bin;C:\Users\peng\spring-boot-cli-2.0.0.RELEASE-bin\spring-2.0.0.RELEASE\bin;C:\Users\peng\hadoop-2.7.5\bin;hadoop;C:\Users\peng\gradle-4.7\bin;C:\Users\peng\AppData\Local\Programs\Python\Python37-32;C:\Users\peng\AppData\Local\Programs\Python\Python37-32\Scripts;C:\WINDOWS\System32\OpenSSH\;C:\Program Files\Intel\WiFi\bin\;C:\Program Files\Common Files\Intel\WirelessCommon\;C:\Users\peng\spark-2.4.0-bin-hadoop2.7\bin;C:\Users\peng\spark-2.4.0-bin-hadoop2.7\sbin;C:\Users\peng\AppData\Local\Programs\Git\cmd;C:\Program Files\TortoiseGit\bin;C:\Users\peng\AppData\Local\Microsoft\WindowsApps;;C:\Program Files\Microsoft VS Code\bin;.]
2019-03-09 11:00:47.610 [main] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2019-03-09 11:00:47.610 [main] INFO  org.springframework.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 2110 ms
2019-03-09 11:00:49.151 [container-1] INFO  io.lettuce.core.EpollProvider - Starting without optional epoll library
2019-03-09 11:00:49.157 [container-1] INFO  io.lettuce.core.KqueueProvider - Starting without optional kqueue library
2019-03-09 11:00:50.169 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-10129"]
2019-03-09 11:00:50.174 [main] INFO  org.apache.tomcat.util.net.NioSelectorPool - Using a shared selector for servlet write/read
2019-03-09 11:00:50.196 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 10129 (http) with context path ''
2019-03-09 11:00:50.200 [main] INFO  com.calligraphy.CalligraphyAppApplication - Started CalligraphyAppApplication in 5.414 seconds (JVM running for 7.094)
2019-03-09 11:12:36.036 [main] INFO  com.calligraphy.CalligraphyAppApplication - Starting CalligraphyAppApplication on DESKTOP-TBI9BAK with PID 11524 (C:\Users\peng\eclipse-workspace\calligraphyApp\target\classes started by peng in C:\Users\peng\eclipse-workspace\calligraphyApp)
2019-03-09 11:12:36.046 [main] INFO  com.calligraphy.CalligraphyAppApplication - The following profiles are active: dev
2019-03-09 11:12:37.110 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2019-03-09 11:12:37.116 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data repositories in DEFAULT mode.
2019-03-09 11:12:37.190 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 60ms. Found 0 repository interfaces.
2019-03-09 11:12:37.551 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration$$EnhancerBySpringCGLIB$$a5d1ea3f] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-03-09 11:12:37.954 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 10129 (http)
2019-03-09 11:12:37.969 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-10129"]
2019-03-09 11:12:37.982 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2019-03-09 11:12:37.982 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet Engine: Apache Tomcat/9.0.13
